filepath,note,midi,velocity,articulation,pedal,duration,take
data\piano_phase3\A#3\A#3_v110_sustain_noped_t1.wav,A#3,58,110,sustain,0,1.777,1
data\piano_phase3\A#3\A#3_v60_portato_noped_t1.wav,A#3,58,60,portato,0,1.147,1
data\piano_phase3\A#3\A#3_v30_staccato_ped_t1.wav,A#3,58,30,staccato,1,0.708,1
data\piano_phase3\A#3\A#3_v30_staccato_noped_t1.wav,A#3,58,30,staccato,0,0.708,1
data\piano_phase3\B3\B3_v60_sustain_ped_t1.wav,B3,59,60,sustain,1,1.734,1
data\piano_phase3\B3\B3_v110_staccato_ped_t1.wav,B3,59,110,staccato,1,0.714,1
data\piano_phase3\B3\B3_v90_legato_noped_t1.wav,B3,59,90,legato,0,2.233,1
data\piano_phase3\B3\B3_v30_portato_ped_t1.wav,B3,59,30,portato,1,1.104,1
data\piano_phase3\B3\B3_v30_staccato_ped_t1.wav,B3,59,30,staccato,1,0.708,1
data\piano_phase3\B3\B3_v60_legato_ped_t1.wav,B3,59,60,legato,1,2.241,1
data\piano_phase3\B3\B3_v60_sustain_noped_t1.wav,B3,59,60,sustain,0,1.734,1
data\piano_phase3\B3\B3_v90_portato_ped_t1.wav,B3,59,90,portato,1,1.105,1
data\piano_phase3\B3\B3_v60_portato_ped_t1.wav,B3,59,60,portato,1,1.104,1
data\piano_phase3\B3\B3_v30_legato_noped_t1.wav,B3,59,30,legato,0,2.282,1
data\piano_phase3\B3\B3_v60_portato_noped_t1.wav,B3,59,60,portato,0,1.104,1
data\piano_phase3\B3\B3_v110_sustain_noped_t1.wav,B3,59,110,sustain,0,1.669,1
data\piano_phase3\B3\B3_v110_legato_noped_t1.wav,B3,59,110,legato,0,2.225,1
data\piano_phase3\B3\B3_v90_staccato_noped_t1.wav,B3,59,90,staccato,0,0.714,1
data\piano_phase3\B3\B3_v110_portato_ped_t1.wav,B3,59,110,portato,1,1.105,1
data\piano_phase3\B3\B3_v30_portato_noped_t1.wav,B3,59,30,portato,0,1.104,1
data\piano_phase3\B3\B3_v30_sustain_ped_t1.wav,B3,59,30,sustain,1,1.693,1
data\piano_phase3\B3\B3_v90_staccato_ped_t1.wav,B3,59,90,staccato,1,0.714,1
data\piano_phase3\B3\B3_v60_staccato_ped_t1.wav,B3,59,60,staccato,1,0.711,1
data\piano_phase3\B3\B3_v90_legato_ped_t1.wav,B3,59,90,legato,1,2.233,1
data\piano_phase3\B3\B3_v30_staccato_noped_t1.wav,B3,59,30,staccato,0,0.708,1
data\piano_phase3\B3\B3_v90_sustain_ped_t1.wav,B3,59,90,sustain,1,1.591,1
data\piano_phase3\C4\C4_v30_legato_ped_t1.wav,C4,60,30,legato,1,2.264,1
data\piano_phase3\C4\C4_v90_sustain_noped_t1.wav,C4,60,90,sustain,0,1.729,1
data\piano_phase3\C4\C4_v30_portato_noped_t1.wav,C4,60,30,portato,0,1.107,1
data\piano_phase3\C4\C4_v90_portato_ped_t1.wav,C4,60,90,portato,1,1.102,1
data\piano_phase3\C4\C4_v90_staccato_ped_t1.wav,C4,60,90,staccato,1,0.721,1
data\piano_phase3\C4\C4_v30_legato_noped_t1.wav,C4,60,30,legato,0,2.264,1
data\piano_phase3\C4\C4_v60_portato_noped_t1.wav,C4,60,60,portato,0,1.097,1
data\piano_phase3\C4\C4_v30_sustain_noped_t1.wav,C4,60,30,sustain,0,1.751,1
data\piano_phase3\C4\C4_v110_sustain_noped_t1.wav,C4,60,110,sustain,0,1.726,1
data\piano_phase3\C4\C4_v60_sustain_ped_t1.wav,C4,60,60,sustain,1,1.779,1
data\piano_phase3\C4\C4_v30_sustain_ped_t1.wav,C4,60,30,sustain,1,1.751,1
data\piano_phase3\C4\C4_v90_staccato_noped_t1.wav,C4,60,90,staccato,0,0.721,1
data\piano_phase3\C4\C4_v30_portato_ped_t1.wav,C4,60,30,portato,1,1.107,1
data\piano_phase3\C4\C4_v60_legato_noped_t1.wav,C4,60,60,legato,0,2.253,1
data\piano_phase3\C4\C4_v110_staccato_ped_t1.wav,C4,60,110,staccato,1,0.721,1
data\piano_phase3\C4\C4_v110_staccato_noped_t1.wav,C4,60,110,staccato,0,0.721,1
data\piano_phase3\C4\C4_v110_legato_ped_t1.wav,C4,60,110,legato,1,2.246,1
data\piano_phase3\C4\C4_v30_staccato_ped_t1.wav,C4,60,30,staccato,1,0.72,1
data\piano_phase3\C4\C4_v110_portato_ped_t1.wav,C4,60,110,portato,1,1.104,1
data\piano_phase3\C4\C4_v90_legato_ped_t1.wav,C4,60,90,legato,1,2.258,1
data\piano_phase3\C4\C4_v60_staccato_noped_t1.wav,C4,60,60,staccato,0,0.718,1
data\piano_phase3\C4\C4_v110_legato_noped_t1.wav,C4,60,110,legato,0,2.246,1
data\piano_phase3\C#4\C#4_v110_portato_ped_t1.wav,C#4,61,110,portato,1,1.089,1
data\piano_phase3\C#4\C#4_v90_sustain_ped_t1.wav,C#4,61,90,sustain,1,1.757,1
data\piano_phase3\C#4\C#4_v110_sustain_ped_t1.wav,C#4,61,110,sustain,1,1.753,1
data\piano_phase3\C#4\C#4_v30_portato_ped_t1.wav,C#4,61,30,portato,1,1.097,1
data\piano_phase3\C#4\C#4_v90_legato_noped_t1.wav,C#4,61,90,legato,0,2.261,1
data\piano_phase3\C#4\C#4_v60_legato_ped_t1.wav,C#4,61,60,legato,1,2.258,1
data\piano_phase3\C#4\C#4_v30_staccato_noped_t1.wav,C#4,61,30,staccato,0,0.714,1
data\piano_phase3\C#4\C#4_v90_staccato_noped_t1.wav,C#4,61,90,staccato,0,0.713,1
data\piano_phase3\C#4\C#4_v110_sustain_noped_t1.wav,C#4,61,110,sustain,0,1.753,1
data\piano_phase3\C#4\C#4_v110_legato_ped_t1.wav,C#4,61,110,legato,1,2.264,1
data\piano_phase3\C#4\C#4_v60_sustain_noped_t1.wav,C#4,61,60,sustain,0,1.753,1
data\piano_phase3\C#4\C#4_v30_legato_ped_t1.wav,C#4,61,30,legato,1,2.296,1
data\piano_phase3\C#4\C#4_v90_staccato_ped_t1.wav,C#4,61,90,staccato,1,0.713,1
data\piano_phase3\C#4\C#4_v110_legato_noped_t1.wav,C#4,61,110,legato,0,2.264,1
data\piano_phase3\C#4\C#4_v90_sustain_noped_t1.wav,C#4,61,90,sustain,0,1.757,1
data\piano_phase3\C#4\C#4_v60_staccato_noped_t1.wav,C#4,61,60,staccato,0,0.712,1
data\piano_phase3\C#4\C#4_v110_portato_noped_t1.wav,C#4,61,110,portato,0,1.089,1
data\piano_phase3\C#4\C#4_v110_staccato_noped_t1.wav,C#4,61,110,staccato,0,0.712,1
data\piano_phase3\C#4\C#4_v30_legato_noped_t1.wav,C#4,61,30,legato,0,2.296,1
data\piano_phase3\C#4\C#4_v30_sustain_ped_t1.wav,C#4,61,30,sustain,1,1.774,1
data\piano_phase3\C#4\C#4_v60_sustain_ped_t1.wav,C#4,61,60,sustain,1,1.753,1
data\piano_phase3\C#4\C#4_v60_portato_noped_t1.wav,C#4,61,60,portato,0,1.087,1
data\piano_phase3\D4\D4_v110_staccato_noped_t1.wav,D4,62,110,staccato,0,0.699,1
data\piano_phase3\D4\D4_v30_sustain_noped_t1.wav,D4,62,30,sustain,0,1.84,1
data\piano_phase3\D4\D4_v60_sustain_ped_t1.wav,D4,62,60,sustain,1,1.823,1
data\piano_phase3\D4\D4_v30_legato_noped_t1.wav,D4,62,30,legato,0,2.315,1
data\piano_phase3\D4\D4_v30_portato_noped_t1.wav,D4,62,30,portato,0,1.144,1
data\piano_phase3\D4\D4_v110_portato_noped_t1.wav,D4,62,110,portato,0,1.111,1
data\piano_phase3\D4\D4_v60_portato_noped_t1.wav,D4,62,60,portato,0,1.127,1
data\piano_phase3\D4\D4_v30_staccato_ped_t1.wav,D4,62,30,staccato,1,0.709,1
data\piano_phase3\D4\D4_v90_staccato_noped_t1.wav,D4,62,90,staccato,0,0.702,1
data\piano_phase3\D4\D4_v90_portato_ped_t1.wav,D4,62,90,portato,1,1.124,1
data\piano_phase3\D4\D4_v110_legato_ped_t1.wav,D4,62,110,legato,1,2.294,1
data\piano_phase3\D4\D4_v90_sustain_noped_t1.wav,D4,62,90,sustain,0,1.82,1
data\piano_phase3\D4\D4_v60_staccato_ped_t1.wav,D4,62,60,staccato,1,0.702,1
data\piano_phase3\D4\D4_v110_sustain_noped_t1.wav,D4,62,110,sustain,0,1.807,1
data\piano_phase3\D4\D4_v60_legato_ped_t1.wav,D4,62,60,legato,1,2.304,1
data\piano_phase3\D4\D4_v30_legato_ped_t1.wav,D4,62,30,legato,1,2.315,1
data\piano_phase3\D4\D4_v110_legato_noped_t1.wav,D4,62,110,legato,0,2.294,1
data\piano_phase3\D4\D4_v90_legato_ped_t1.wav,D4,62,90,legato,1,2.298,1
data\piano_phase3\D4\D4_v110_sustain_ped_t1.wav,D4,62,110,sustain,1,1.807,1
data\piano_phase3\D4\D4_v90_portato_noped_t1.wav,D4,62,90,portato,0,1.124,1
data\piano_phase3\D4\D4_v110_portato_ped_t1.wav,D4,62,110,portato,1,1.111,1
data\piano_phase3\D4\D4_v90_legato_noped_t1.wav,D4,62,90,legato,0,2.298,1
data\piano_phase3\D#4\D#4_v110_legato_ped_t1.wav,D#4,63,110,legato,1,2.288,1
data\piano_phase3\D#4\D#4_v60_staccato_noped_t1.wav,D#4,63,60,staccato,0,0.696,1
data\piano_phase3\D#4\D#4_v90_portato_ped_t1.wav,D#4,63,90,portato,1,1.125,1
data\piano_phase3\D#4\D#4_v90_sustain_noped_t1.wav,D#4,63,90,sustain,0,1.824,1
data\piano_phase3\D#4\D#4_v90_sustain_ped_t1.wav,D#4,63,90,sustain,1,1.824,1
data\piano_phase3\D#4\D#4_v110_staccato_ped_t1.wav,D#4,63,110,staccato,1,0.693,1
data\piano_phase3\D#4\D#4_v110_portato_ped_t1.wav,D#4,63,110,portato,1,1.116,1
data\piano_phase3\D#4\D#4_v30_sustain_ped_t1.wav,D#4,63,30,sustain,1,1.843,1
data\piano_phase3\D#4\D#4_v30_staccato_noped_t1.wav,D#4,63,30,staccato,0,0.705,1
data\piano_phase3\D#4\D#4_v90_staccato_noped_t1.wav,D#4,63,90,staccato,0,0.696,1
data\piano_phase3\D#4\D#4_v30_legato_noped_t1.wav,D#4,63,30,legato,0,2.311,1
data\piano_phase3\D#4\D#4_v110_sustain_noped_t1.wav,D#4,63,110,sustain,0,1.815,1
data\piano_phase3\D#4\D#4_v110_staccato_noped_t1.wav,D#4,63,110,staccato,0,0.693,1
data\piano_phase3\D#4\D#4_v110_sustain_ped_t1.wav,D#4,63,110,sustain,1,1.815,1
data\piano_phase3\D#4\D#4_v60_portato_noped_t1.wav,D#4,63,60,portato,0,1.132,1
data\piano_phase3\D#4\D#4_v90_portato_noped_t1.wav,D#4,63,90,portato,0,1.125,1
data\piano_phase3\D#4\D#4_v90_legato_noped_t1.wav,D#4,63,90,legato,0,2.297,1
data\piano_phase3\D#4\D#4_v60_sustain_ped_t1.wav,D#4,63,60,sustain,1,1.828,1
data\piano_phase3\D#4\D#4_v90_legato_ped_t1.wav,D#4,63,90,legato,1,2.297,1
data\piano_phase3\D#4\D#4_v60_portato_ped_t1.wav,D#4,63,60,portato,1,1.132,1
data\piano_phase3\D#4\D#4_v60_legato_noped_t1.wav,D#4,63,60,legato,0,2.297,1
data\piano_phase3\D#4\D#4_v60_sustain_noped_t1.wav,D#4,63,60,sustain,0,1.828,1
data\piano_phase3\E4\E4_v60_legato_ped_t1.wav,E4,64,60,legato,1,2.293,1
data\piano_phase3\E4\E4_v90_portato_noped_t1.wav,E4,64,90,portato,0,1.123,1
data\piano_phase3\E4\E4_v30_sustain_noped_t1.wav,E4,64,30,sustain,0,1.84,1
data\piano_phase3\E4\E4_v30_sustain_ped_t1.wav,E4,64,30,sustain,1,1.84,1
data\piano_phase3\E4\E4_v90_sustain_ped_t1.wav,E4,64,90,sustain,1,1.822,1
data\piano_phase3\E4\E4_v90_staccato_noped_t1.wav,E4,64,90,staccato,0,0.69,1
data\piano_phase3\E4\E4_v90_portato_ped_t1.wav,E4,64,90,portato,1,1.123,1
data\piano_phase3\E4\E4_v60_sustain_ped_t1.wav,E4,64,60,sustain,1,1.823,1
data\piano_phase3\E4\E4_v110_portato_ped_t1.wav,E4,64,110,portato,1,1.114,1
data\piano_phase3\E4\E4_v110_staccato_noped_t1.wav,E4,64,110,staccato,0,0.688,1
data\piano_phase3\E4\E4_v110_legato_noped_t1.wav,E4,64,110,legato,0,2.278,1
data\piano_phase3\E4\E4_v90_legato_noped_t1.wav,E4,64,90,legato,0,2.287,1
data\piano_phase3\E4\E4_v60_staccato_ped_t1.wav,E4,64,60,staccato,1,0.692,1
data\piano_phase3\E4\E4_v110_staccato_ped_t1.wav,E4,64,110,staccato,1,0.688,1
data\piano_phase3\E4\E4_v110_sustain_ped_t1.wav,E4,64,110,sustain,1,1.811,1
data\piano_phase3\E4\E4_v30_legato_ped_t1.wav,E4,64,30,legato,1,2.306,1
data\piano_phase3\E4\E4_v60_portato_noped_t1.wav,E4,64,60,portato,0,1.135,1
data\piano_phase3\E4\E4_v110_portato_noped_t1.wav,E4,64,110,portato,0,1.114,1
data\piano_phase3\E4\E4_v30_staccato_noped_t1.wav,E4,64,30,staccato,0,0.701,1
data\piano_phase3\E4\E4_v110_legato_ped_t1.wav,E4,64,110,legato,1,2.278,1
data\piano_phase3\E4\E4_v30_portato_noped_t1.wav,E4,64,30,portato,0,1.147,1
data\piano_phase3\E4\E4_v60_legato_noped_t1.wav,E4,64,60,legato,0,2.293,1
data\piano_phase3\F4\F4_v60_sustain_ped_t1.wav,F4,65,60,sustain,1,1.79,1
data\piano_phase3\F4\F4_v110_staccato_noped_t1.wav,F4,65,110,staccato,0,0.734,1
data\piano_phase3\F4\F4_v110_legato_noped_t1.wav,F4,65,110,legato,0,2.268,1
data\piano_phase3\F4\F4_v60_sustain_noped_t1.wav,F4,65,60,sustain,0,1.79,1
data\piano_phase3\F4\F4_v90_portato_noped_t1.wav,F4,65,90,portato,0,1.137,1
data\piano_phase3\F4\F4_v90_staccato_noped_t1.wav,F4,65,90,staccato,0,0.733,1
data\piano_phase3\F4\F4_v90_legato_ped_t1.wav,F4,65,90,legato,1,2.265,1
data\piano_phase3\F4\F4_v60_staccato_ped_t1.wav,F4,65,60,staccato,1,0.733,1
data\piano_phase3\F4\F4_v30_staccato_ped_t1.wav,F4,65,30,staccato,1,0.733,1
data\piano_phase3\F4\F4_v110_portato_noped_t1.wav,F4,65,110,portato,0,1.136,1
data\piano_phase3\F4\F4_v30_legato_noped_t1.wav,F4,65,30,legato,0,2.263,1
data\piano_phase3\F4\F4_v60_legato_noped_t1.wav,F4,65,60,legato,0,2.267,1
data\piano_phase3\F4\F4_v60_legato_ped_t1.wav,F4,65,60,legato,1,2.267,1
data\piano_phase3\F4\F4_v90_sustain_noped_t1.wav,F4,65,90,sustain,0,1.787,1
data\piano_phase3\F4\F4_v30_portato_noped_t1.wav,F4,65,30,portato,0,1.142,1
data\piano_phase3\F4\F4_v90_portato_ped_t1.wav,F4,65,90,portato,1,1.137,1
data\piano_phase3\F4\F4_v60_portato_noped_t1.wav,F4,65,60,portato,0,1.137,1
data\piano_phase3\F4\F4_v30_legato_ped_t1.wav,F4,65,30,legato,1,2.263,1
data\piano_phase3\F4\F4_v60_portato_ped_t1.wav,F4,65,60,portato,1,1.137,1
data\piano_phase3\F4\F4_v90_legato_noped_t1.wav,F4,65,90,legato,0,2.265,1
data\piano_phase3\F4\F4_v110_sustain_noped_t1.wav,F4,65,110,sustain,0,1.784,1
data\piano_phase3\F4\F4_v30_staccato_noped_t1.wav,F4,65,30,staccato,0,0.733,1
data\piano_phase3\F#4\F#4_v90_legato_noped_t1.wav,F#4,66,90,legato,0,2.277,1
data\piano_phase3\F#4\F#4_v90_staccato_ped_t1.wav,F#4,66,90,staccato,1,0.727,1
data\piano_phase3\F#4\F#4_v60_portato_ped_t1.wav,F#4,66,60,portato,1,1.126,1
data\piano_phase3\F#4\F#4_v60_staccato_noped_t1.wav,F#4,66,60,staccato,0,0.726,1
data\piano_phase3\F#4\F#4_v30_legato_noped_t1.wav,F#4,66,30,legato,0,2.263,1
data\piano_phase3\F#4\F#4_v90_portato_ped_t1.wav,F#4,66,90,portato,1,1.131,1
data\piano_phase3\F#4\F#4_v30_legato_ped_t1.wav,F#4,66,30,legato,1,2.263,1
data\piano_phase3\F#4\F#4_v30_sustain_noped_t1.wav,F#4,66,30,sustain,0,1.78,1
data\piano_phase3\F#4\F#4_v60_portato_noped_t1.wav,F#4,66,60,portato,0,1.126,1
data\piano_phase3\F#4\F#4_v90_portato_noped_t1.wav,F#4,66,90,portato,0,1.131,1
data\piano_phase3\F#4\F#4_v110_legato_ped_t1.wav,F#4,66,110,legato,1,2.272,1
data\piano_phase3\F#4\F#4_v110_sustain_ped_t1.wav,F#4,66,110,sustain,1,1.782,1
data\piano_phase3\F#4\F#4_v30_sustain_ped_t1.wav,F#4,66,30,sustain,1,1.78,1
data\piano_phase3\F#4\F#4_v110_portato_noped_t1.wav,F#4,66,110,portato,0,1.132,1
data\piano_phase3\F#4\F#4_v110_sustain_noped_t1.wav,F#4,66,110,sustain,0,1.782,1
data\piano_phase3\F#4\F#4_v110_staccato_noped_t1.wav,F#4,66,110,staccato,0,0.729,1
data\piano_phase3\F#4\F#4_v110_legato_noped_t1.wav,F#4,66,110,legato,0,2.272,1
data\piano_phase3\F#4\F#4_v30_portato_ped_t1.wav,F#4,66,30,portato,1,1.134,1
data\piano_phase3\F#4\F#4_v60_sustain_ped_t1.wav,F#4,66,60,sustain,1,1.777,1
data\piano_phase3\F#4\F#4_v60_sustain_noped_t1.wav,F#4,66,60,sustain,0,1.777,1
data\piano_phase3\F#4\F#4_v60_legato_ped_t1.wav,F#4,66,60,legato,1,2.263,1
data\piano_phase3\F#4\F#4_v30_staccato_ped_t1.wav,F#4,66,30,staccato,1,0.728,1
data\piano_phase3\G4\G4_v30_staccato_noped_t1.wav,G4,67,30,staccato,0,0.72,1
data\piano_phase3\G4\G4_v110_staccato_noped_t1.wav,G4,67,110,staccato,0,0.724,1
data\piano_phase3\G4\G4_v30_sustain_noped_t1.wav,G4,67,30,sustain,0,1.788,1
data\piano_phase3\G4\G4_v60_legato_ped_t1.wav,G4,67,60,legato,1,2.269,1
data\piano_phase3\G4\G4_v60_staccato_noped_t1.wav,G4,67,60,staccato,0,0.722,1
data\piano_phase3\G4\G4_v30_portato_noped_t1.wav,G4,67,30,portato,0,1.131,1
data\piano_phase3\G4\G4_v90_portato_noped_t1.wav,G4,67,90,portato,0,1.123,1
data\piano_phase3\G4\G4_v60_staccato_ped_t1.wav,G4,67,60,staccato,1,0.722,1
data\piano_phase3\G4\G4_v60_portato_ped_t1.wav,G4,67,60,portato,1,1.126,1
data\piano_phase3\G4\G4_v30_sustain_ped_t1.wav,G4,67,30,sustain,1,1.788,1
data\piano_phase3\G4\G4_v30_staccato_ped_t1.wav,G4,67,30,staccato,1,0.72,1
data\piano_phase3\G4\G4_v60_sustain_noped_t1.wav,G4,67,60,sustain,0,1.773,1
data\piano_phase3\G4\G4_v110_portato_noped_t1.wav,G4,67,110,portato,0,1.126,1
data\piano_phase3\G4\G4_v90_sustain_ped_t1.wav,G4,67,90,sustain,1,1.776,1
data\piano_phase3\G4\G4_v110_legato_noped_t1.wav,G4,67,110,legato,0,2.279,1
data\piano_phase3\G4\G4_v60_portato_noped_t1.wav,G4,67,60,portato,0,1.126,1
data\piano_phase3\G4\G4_v110_legato_ped_t1.wav,G4,67,110,legato,1,2.279,1
data\piano_phase3\G4\G4_v30_legato_ped_t1.wav,G4,67,30,legato,1,2.261,1
data\piano_phase3\G4\G4_v60_legato_noped_t1.wav,G4,67,60,legato,0,2.269,1
data\piano_phase3\G4\G4_v110_sustain_noped_t1.wav,G4,67,110,sustain,0,1.772,1
data\piano_phase3\G4\G4_v30_legato_noped_t1.wav,G4,67,30,legato,0,2.261,1
data\piano_phase3\G4\G4_v90_staccato_ped_t1.wav,G4,67,90,staccato,1,0.722,1
data\piano_phase3\G#4\G#4_v110_portato_ped_t1.wav,G#4,68,110,portato,1,1.026,1
data\piano_phase3\G#4\G#4_v60_legato_ped_t1.wav,G#4,68,60,legato,1,2.16,1
data\piano_phase3\G#4\G#4_v90_legato_noped_t1.wav,G#4,68,90,legato,0,2.143,1
data\piano_phase3\G#4\G#4_v90_portato_ped_t1.wav,G#4,68,90,portato,1,1.021,1
data\piano_phase3\G#4\G#4_v30_legato_ped_t1.wav,G#4,68,30,legato,1,2.176,1
data\piano_phase3\G#4\G#4_v60_staccato_noped_t1.wav,G#4,68,60,staccato,0,0.653,1
data\piano_phase3\G#4\G#4_v60_sustain_noped_t1.wav,G#4,68,60,sustain,0,1.667,1
data\piano_phase3\G#4\G#4_v110_sustain_ped_t1.wav,G#4,68,110,sustain,1,1.631,1
data\piano_phase3\G#4\G#4_v60_staccato_ped_t1.wav,G#4,68,60,staccato,1,0.653,1
data\piano_phase3\G#4\G#4_v90_sustain_ped_t1.wav,G#4,68,90,sustain,1,1.652,1
data\piano_phase3\G#4\G#4_v30_staccato_noped_t1.wav,G#4,68,30,staccato,0,0.648,1
data\piano_phase3\G#4\G#4_v60_legato_noped_t1.wav,G#4,68,60,legato,0,2.16,1
data\piano_phase3\G#4\G#4_v90_staccato_noped_t1.wav,G#4,68,90,staccato,0,0.658,1
data\piano_phase3\G#4\G#4_v30_sustain_ped_t1.wav,G#4,68,30,sustain,1,1.736,1
data\piano_phase3\G#4\G#4_v30_legato_noped_t1.wav,G#4,68,30,legato,0,2.176,1
data\piano_phase3\G#4\G#4_v110_staccato_ped_t1.wav,G#4,68,110,staccato,1,0.658,1
data\piano_phase3\G#4\G#4_v60_portato_noped_t1.wav,G#4,68,60,portato,0,1.02,1
data\piano_phase3\G#4\G#4_v90_sustain_noped_t1.wav,G#4,68,90,sustain,0,1.652,1
data\piano_phase3\G#4\G#4_v90_portato_noped_t1.wav,G#4,68,90,portato,0,1.021,1
data\piano_phase3\G#4\G#4_v30_staccato_ped_t1.wav,G#4,68,30,staccato,1,0.648,1
data\piano_phase3\G#4\G#4_v90_staccato_ped_t1.wav,G#4,68,90,staccato,1,0.658,1
data\piano_phase3\G#4\G#4_v110_legato_ped_t1.wav,G#4,68,110,legato,1,2.154,1
data\piano_phase3\A4\A4_v60_staccato_ped_t1.wav,A4,69,60,staccato,1,0.644,1
data\piano_phase3\A4\A4_v90_sustain_ped_t1.wav,A4,69,90,sustain,1,1.646,1
data\piano_phase3\A4\A4_v90_staccato_noped_t1.wav,A4,69,90,staccato,0,0.649,1
data\piano_phase3\A4\A4_v110_staccato_noped_t1.wav,A4,69,110,staccato,0,0.651,1
data\piano_phase3\A4\A4_v60_sustain_noped_t1.wav,A4,69,60,sustain,0,1.677,1
data\piano_phase3\A4\A4_v30_staccato_ped_t1.wav,A4,69,30,staccato,1,0.637,1
data\piano_phase3\A4\A4_v30_legato_noped_t1.wav,A4,69,30,legato,0,2.182,1
data\piano_phase3\A4\A4_v110_legato_ped_t1.wav,A4,69,110,legato,1,2.06,1
data\piano_phase3\A4\A4_v60_legato_ped_t1.wav,A4,69,60,legato,1,2.162,1
data\piano_phase3\A4\A4_v60_portato_noped_t1.wav,A4,69,60,portato,0,1.013,1
data\piano_phase3\A4\A4_v30_sustain_ped_t1.wav,A4,69,30,sustain,1,1.742,1
data\piano_phase3\A4\A4_v90_sustain_noped_t1.wav,A4,69,90,sustain,0,1.646,1
data\piano_phase3\A4\A4_v110_staccato_ped_t1.wav,A4,69,110,staccato,1,0.651,1
data\piano_phase3\A4\A4_v30_sustain_noped_t1.wav,A4,69,30,sustain,0,1.742,1
data\piano_phase3\A4\A4_v30_portato_noped_t1.wav,A4,69,30,portato,0,1.052,1
data\piano_phase3\A4\A4_v90_legato_noped_t1.wav,A4,69,90,legato,0,2.146,1
data\piano_phase3\A4\A4_v90_legato_ped_t1.wav,A4,69,90,legato,1,2.146,1
data\piano_phase3\A4\A4_v30_staccato_noped_t1.wav,A4,69,30,staccato,0,0.637,1
data\piano_phase3\A4\A4_v90_portato_ped_t1.wav,A4,69,90,portato,1,1.012,1
data\piano_phase3\A4\A4_v110_portato_noped_t1.wav,A4,69,110,portato,0,1.014,1
data\piano_phase3\A4\A4_v60_sustain_ped_t1.wav,A4,69,60,sustain,1,1.677,1
data\piano_phase3\A4\A4_v30_legato_ped_t1.wav,A4,69,30,legato,1,2.182,1
data\piano_phase3\A#4\A#4_v90_sustain_ped_t1.wav,A#4,70,90,sustain,1,1.659,1
data\piano_phase3\A#4\A#4_v110_staccato_noped_t1.wav,A#4,70,110,staccato,0,0.641,1
data\piano_phase3\A#4\A#4_v110_staccato_ped_t1.wav,A#4,70,110,staccato,1,0.641,1
data\piano_phase3\A#4\A#4_v60_staccato_noped_t1.wav,A#4,70,60,staccato,0,0.634,1
data\piano_phase3\A#4\A#4_v110_portato_ped_t1.wav,A#4,70,110,portato,1,0.992,1
data\piano_phase3\A#4\A#4_v30_portato_ped_t1.wav,A#4,70,30,portato,1,1.055,1
data\piano_phase3\A#4\A#4_v90_legato_noped_t1.wav,A#4,70,90,legato,0,2.173,1
data\piano_phase3\A#4\A#4_v30_legato_ped_t1.wav,A#4,70,30,legato,1,2.194,1
data\piano_phase3\A#4\A#4_v60_legato_ped_t1.wav,A#4,70,60,legato,1,2.158,1
data\piano_phase3\A#4\A#4_v110_sustain_noped_t1.wav,A#4,70,110,sustain,0,1.646,1
data\piano_phase3\A#4\A#4_v90_portato_ped_t1.wav,A#4,70,90,portato,1,0.994,1
data\piano_phase3\A#4\A#4_v30_staccato_noped_t1.wav,A#4,70,30,staccato,0,0.629,1
data\piano_phase3\A#4\A#4_v90_sustain_noped_t1.wav,A#4,70,90,sustain,0,1.659,1
data\piano_phase3\A#4\A#4_v110_portato_noped_t1.wav,A#4,70,110,portato,0,0.992,1
data\piano_phase3\A#4\A#4_v90_staccato_ped_t1.wav,A#4,70,90,staccato,1,0.639,1
data\piano_phase3\A#4\A#4_v30_sustain_noped_t1.wav,A#4,70,30,sustain,0,1.734,1
data\piano_phase3\A#4\A#4_v110_legato_ped_t1.wav,A#4,70,110,legato,1,2.145,1
data\piano_phase3\A#4\A#4_v110_legato_noped_t1.wav,A#4,70,110,legato,0,2.145,1
data\piano_phase3\A#4\A#4_v90_portato_noped_t1.wav,A#4,70,90,portato,0,0.994,1
data\piano_phase3\A#4\A#4_v110_sustain_ped_t1.wav,A#4,70,110,sustain,1,1.646,1
data\piano_phase3\A#4\A#4_v60_staccato_ped_t1.wav,A#4,70,60,staccato,1,0.634,1
data\piano_phase3\A#4\A#4_v60_portato_ped_t1.wav,A#4,70,60,portato,1,1.002,1
data\piano_phase3\B4\B4_v60_legato_noped_t1.wav,B4,71,60,legato,0,2.227,1
data\piano_phase3\B4\B4_v30_sustain_ped_t1.wav,B4,71,30,sustain,1,1.724,1
data\piano_phase3\B4\B4_v90_staccato_ped_t1.wav,B4,71,90,staccato,1,0.634,1
data\piano_phase3\B4\B4_v90_portato_ped_t1.wav,B4,71,90,portato,1,1.019,1
data\piano_phase3\B4\B4_v90_sustain_noped_t1.wav,B4,71,90,sustain,0,1.717,1
data\piano_phase3\B4\B4_v30_legato_noped_t1.wav,B4,71,30,legato,0,2.232,1
data\piano_phase3\B4\B4_v60_staccato_noped_t1.wav,B4,71,60,staccato,0,0.642,1
data\piano_phase3\B4\B4_v60_portato_noped_t1.wav,B4,71,60,portato,0,1.028,1
data\piano_phase3\B4\B4_v30_portato_noped_t1.wav,B4,71,30,portato,0,0.993,1
data\piano_phase3\B4\B4_v110_portato_ped_t1.wav,B4,71,110,portato,1,1.011,1
